user_path_Compressed_no_Counts,is_frustrated,frustrated_reasons
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart,Y,form_friction|indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Your Information~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method,Y,form_friction|payment_friction
Home~product detail page~Shopping Cart~Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Terms of Use~product detail page~Return Policy~Terms of Use,Y,indecision|price_shock
Home~product detail page~Shopping Cart~Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - Log In~product detail page~Store search results~Shopping Cart~product detail page~Shopping Cart~Home~The Google Merchandise Store - Log In~Shopping Cart~Home~product detail page~Shopping Cart~Checkout Your Information~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart,Y,account_blocked|form_friction|indecision
Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Terms of Use~Shopping Cart,Y,form_friction|indecision
Home~product detail page~Home~product detail page~Shopping Cart~Frequently Asked Questions,Y,price_shock
The Google Merchandise Store - Log In~Home~Shopping Cart~Home~product detail page~Store search results~Shopping Cart~Home~product detail page~Home~product detail page~Shopping Cart~Home,Y,form_friction|indecision
Home~product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home~The Google Merchandise Store - My Account,Y,indecision
Home~Store search results~product detail page~Shipping Information,N,
product detail page~Shipping Information~The Google Merchandise Store - Log In,N,
Home~product detail page~Clearance Sale~product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Home,Y,form_friction|indecision
Home~Spring Sale~Shopping Cart~product detail page~Shopping Cart~Spring Sale,Y,price_shock
Home~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart,Y,form_friction|payment_friction
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page,Y,form_friction|indecision|payment_friction
Home~product detail page~Home~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~product detail page,Y,form_friction|indecision
Home~product detail page~Shopping Cart~Shipping Information~product detail page~Home,Y,price_shock
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart,Y,indecision|payment_friction
Home~The Google Merchandise Store - My Account~Store search results~product detail page,N,
product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,N,
Home~Shopping Cart~Home~The Google Merchandise Store - My Account~product detail page,N,
Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home~The Google Merchandise Store - My Account,Y,indecision|payment_friction
Home~Shopping Cart~Home~product detail page~Home~product detail page~Home,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,account_blocked|payment_friction
Home~product detail page~Home~product detail page~Shopping Cart~Home~product detail page~Home~product detail page~Shopping Cart~Home~Shopping Cart~The Google Merchandise Store - Log In,Y,indecision
Home~Shopping Cart~product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~product detail page~Shopping Cart~Store search results~Home~Shopping Cart~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~Shopping Cart,Y,account_blocked
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home~Shopping Cart~The Google Merchandise Store - My Account~The Google Merchandise Store - Log In,Y,form_friction|payment_friction
product detail page~Shopping Cart~Home~product detail page~Home,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information,Y,account_blocked|indecision
product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Frequently Asked Questions~Return Policy~Shopping Cart~Return Policy,Y,indecision
Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Your Wishlist~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Home,Y,indecision
Page Unavailable~Home~Shopping Cart~The Google Merchandise Store - Log In~Home~Page Unavailable~product detail page,Y,technical_issue
Home~product detail page~Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Frequently Asked Questions,Y,account_blocked|price_shock
Home~Store search results~product detail page~Home~product detail page~Store search results,N,
product detail page~Shopping Cart~product detail page~Home~product detail page~Home~product detail page~Home,Y,indecision
Home~product detail page~Shopping Cart~Checkout Your Information~Home~Shipping Information~The Google Merchandise Store - My Account,Y,price_shock
Home~The Google Merchandise Store - Log In~Home~product detail page~Home~Store search results~Return Policy~Shopping Cart~Home~product detail page~Home~product detail page~Shopping Cart~Home,Y,indecision
Home~The Google Merchandise Store - Log In~Home~product detail page~Store search results~product detail page~Your Wishlist~product detail page,N,
Terms of Use~product detail page,N,
Home~Page Unavailable~Home~product detail page~Home,Y,technical_issue
Home~Store search results~Home~product detail page~Home~Shopping Cart,N,
Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Home~Shopping Cart,Y,indecision
product detail page~Shopping Cart~Store search results~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart,Y,indecision
The Google Merchandise Store - Log In~Home~Store search results~The Google Merchandise Store - My Account~product detail page~The Google Merchandise Store - My Account,N,
Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Home,Y,indecision|price_shock
The Google Merchandise Store - My Account~product detail page~Shopping Cart~The Google Merchandise Store - My Account~Shopping Cart~Checkout Your Information~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~The Google Merchandise Store - My Account~product detail page~Shopping Cart~Checkout Your Information~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart~The Google Merchandise Store - My Account~Shopping Cart~Checkout Your Information~Payment Method~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,form_friction|indecision|payment_friction
Home~product detail page~Shopping Cart~product detail page~Home~product detail page~Return Policy~product detail page~The Google Merchandise Store - Log In~Frequently Asked Questions~Return Policy,Y,indecision
product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information,N,
Home~product detail page~Shopping Cart~product detail page~Checkout Your Information~Payment Method~Shopping Cart~The Google Merchandise Store - My Account~Home~Shopping Cart~product detail page~Shopping Cart~product detail page~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,form_friction|indecision|payment_friction
Home~product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart,Y,account_blocked
Page Unavailable~product detail page~Frequently Asked Questions,Y,technical_issue
Home~product detail page~Home~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart,Y,indecision
Home~product detail page~Frequently Asked Questions~product detail page~Frequently Asked Questions~Store search results~product detail page~Home~Store search results~Frequently Asked Questions~product detail page,Y,indecision
product detail page~Shopping Cart~product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home,Y,payment_friction
Home~Clearance Sale~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Shopping Cart,N,
Home~product detail page~Home~The Google Merchandise Store - Log In~Return Policy~The Google Merchandise Store - Log In~Home~product detail page,Y,account_blocked
Home~product detail page~Your Wishlist,N,
product detail page~Shipping Information~Shopping Cart,N,
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Page Unavailable~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,technical_issue
Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,N,
Home~The Google Merchandise Store - My Account~Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~product detail page,Y,account_blocked
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~The Google Merchandise Store - My Account~product detail page,Y,price_shock
product detail page~Shopping Cart~product detail page~The Google Merchandise Store - Log In~product detail page~Page Unavailable~product detail page~Page Unavailable~product detail page,Y,indecision|technical_issue
product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart,Y,indecision
Home~product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart,Y,account_blocked
Home~product detail page~Clearance Sale~product detail page~Home~product detail page~Clearance Sale,N,
Home~product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,N,
product detail page~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart,N,
Home~Shopping Cart~Frequently Asked Questions~Shopping Cart~Terms of Use~Home~product detail page,N,
Home~product detail page~Home~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Home~product detail page~Home~product detail page~Home~product detail page,Y,indecision
product detail page~Store search results~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,indecision
Home~Store search results~product detail page~Shopping Cart~Home~Shopping Cart,Y,price_shock
product detail page~Home~product detail page~Home~Shopping Cart~Home~product detail page,Y,indecision
Home~product detail page~The Google Merchandise Store - Log In~Home~Shopping Cart~The Google Merchandise Store - My Account~The Google Merchandise Store - Log In~The Google Merchandise Store - My Account~Home~product detail page,Y,account_blocked
Page Unavailable~Home~Frequently Asked Questions~Home~product detail page~Shopping Cart~Home,Y,price_shock|technical_issue
Home~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,Y,form_friction|indecision
product detail page~Home~product detail page~Shipping Information~Return Policy~Frequently Asked Questions~Shopping Cart~The Google Merchandise Store - Log In~Home,Y,price_shock
Home~product detail page~Home~Store search results~Home~product detail page~Home~product detail page~Store search results,Y,indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart~Home~Shopping Cart~Checkout Your Information~Home~Shopping Cart,Y,form_friction|payment_friction
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Frequently Asked Questions~product detail page,Y,form_friction
Home~product detail page~Frequently Asked Questions~The Google Merchandise Store - Log In~product detail page,N,
Home~product detail page~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Home,Y,account_blocked
Home~product detail page~Home~product detail page~Page Unavailable~product detail page~Home,Y,technical_issue
Home~product detail page~Clearance Sale~Home~Clearance Sale,N,
Store search results~product detail page~Store search results~Shopping Cart,N,
Home~product detail page~Home~product detail page~Home~product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,indecision|payment_friction
product detail page~Shopping Cart~Store search results~product detail page~Store search results~Shopping Cart,Y,indecision
Store search results~product detail page~Store search results~Home,N,
Home~product detail page~Shopping Cart~Shipping Information~Shopping Cart~product detail page,Y,price_shock
Home~product detail page~Home~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~product detail page~Shopping Cart~Checkout Your Information~Frequently Asked Questions~Shopping Cart~Home,Y,form_friction|indecision
Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information,Y,indecision
Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~The Google Merchandise Store - Register,Y,account_blocked|indecision
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart,Y,indecision
Home~product detail page~Shopping Cart~product detail page~Clearance Sale~product detail page~Clearance Sale~Shopping Cart~product detail page~Shopping Cart,Y,indecision
Store search results~Shopping Cart~Home~The Google Merchandise Store - Log In~Page Unavailable~product detail page,Y,technical_issue
Home~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Return Policy~product detail page~Shopping Cart~product detail page~Shopping Cart,Y,indecision
product detail page~The Google Merchandise Store - Log In~product detail page~Shopping Cart~product detail page,N,
Home~product detail page~Home~Store search results~Home~Store search results~Home~product detail page~Home,Y,search_struggle
Home~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Your Wishlist~product detail page~Your Wishlist,Y,account_blocked
Home~product detail page~Spring Sale~Shopping Cart,N,
product detail page~Shopping Cart~product detail page~Page Unavailable~product detail page~Store search results~Page Unavailable~Store search results,Y,technical_issue
Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~Shopping Cart~Home~product detail page~Home~product detail page,Y,account_blocked|indecision
The Google Merchandise Store - Log In~The Google Merchandise Store - My Account~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Home~The Google Merchandise Store - Log In~product detail page~The Google Merchandise Store - My Account~Your Wishlist~The Google Merchandise Store - My Account~Shopping Cart,Y,account_blocked
Shopping Cart~product detail page~Page Unavailable~Home,Y,technical_issue
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart~Home~Shopping Cart,Y,form_friction
Home~Page Unavailable~Home~Store search results~product detail page,Y,technical_issue
Home~Store search results~product detail page~Store search results~Home~Store search results~product detail page~Store search results~product detail page,Y,search_struggle
product detail page~Store search results~product detail page~Shopping Cart~product detail page,N,
Home~product detail page~Shopping Cart~product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Home,Y,indecision
Home~Terms of Use~Home~product detail page~Frequently Asked Questions~product detail page~Terms of Use,N,
Home~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Home,N,
product detail page~Shopping Cart~product detail page~Home~Store search results~Shopping Cart,Y,indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~Payment Method,Y,indecision|payment_friction
product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page,Y,account_blocked|indecision
Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page,Y,indecision
Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~Shopping Cart~Shipping Information~Frequently Asked Questions,Y,indecision|price_shock
Home~Store search results~product detail page~Home~Store search results~Home,N,
Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart,Y,form_friction|payment_friction
The Google Merchandise Store - My Account~Store search results~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method~product detail page~Checkout Your Information~Payment Method~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Shopping Cart~Home~The Google Merchandise Store - Log In~The Google Merchandise Store - My Account~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home~The Google Merchandise Store - My Account~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information,Y,form_friction|payment_friction
Home~The Google Merchandise Store - My Account~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method,Y,form_friction|payment_friction
The Google Merchandise Store - My Account~Store search results~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review,Y,payment_friction
Store search results~product detail page~Home,N,
Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,form_friction|payment_friction
Home~product detail page~Shopping Cart~Terms of Use~Store search results~product detail page,Y,price_shock
Home~Store search results~product detail page~Store search results~product detail page~Home,N,
Page Unavailable~Shopping Cart~The Google Merchandise Store - Log In~Page Unavailable~Home~product detail page~Home~product detail page~Page Unavailable~Home~Page Unavailable~The Google Merchandise Store - Log In,Y,account_blocked|technical_issue
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Home~product detail page,Y,form_friction
Clearance Sale~product detail page~Clearance Sale~product detail page,N,
Home~product detail page~Clearance Sale~product detail page~Clearance Sale~product detail page,N,
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~Checkout Your Information,Y,indecision
Home~product detail page~Page Unavailable~Return Policy~product detail page,Y,technical_issue
product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Shipping Information~Frequently Asked Questions~Checkout Your Information,Y,form_friction|indecision
Home~product detail page~Clearance Sale~Home~product detail page,N,
Home~product detail page~Store search results~Shopping Cart~Checkout Your Information~Payment Method,Y,payment_friction
Home~product detail page~Shopping Cart~Frequently Asked Questions~Checkout Your Information,Y,form_friction
Home~product detail page~Store search results~product detail page~Store search results~product detail page~Store search results~Shopping Cart~Home~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~Store search results~product detail page~Store search results~Shopping Cart~Store search results~Shopping Cart~Store search results~Shopping Cart~Checkout Your Information~Payment Method,Y,indecision|payment_friction
Home~product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Home~The Google Merchandise Store - My Account~product detail page~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Your Wishlist~product detail page,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Review~Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Payment Method~Checkout Review,Y,payment_friction
Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~product detail page,Y,form_friction|payment_friction
product detail page~Clearance Sale~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~product detail page~Shopping Cart~product detail page,Y,indecision
Page Unavailable~product detail page~Home~product detail page~Shopping Cart~Clearance Sale,Y,price_shock|technical_issue
product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Home,Y,form_friction
Page Unavailable~Shopping Cart~Page Unavailable~The Google Merchandise Store - Log In~product detail page~Home,Y,technical_issue
Home~Store search results~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart~The Google Merchandise Store - My Account~Home,Y,form_friction|indecision
Home~product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In,Y,price_shock
product detail page~Clearance Sale~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,payment_friction
Page Unavailable~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,indecision|technical_issue
Home~product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page,Y,account_blocked|indecision
The Google Merchandise Store - Log In~The Google Merchandise Store - My Account~product detail page~The Google Merchandise Store - My Account~product detail page~Store search results~Frequently Asked Questions,N,
product detail page~Store search results~Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account,N,
product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information,N,
Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Store search results~Home,N,
product detail page~Page Unavailable~product detail page~Page Unavailable~product detail page~Page Unavailable~product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart,Y,indecision|technical_issue
Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page,Y,account_blocked
Home~product detail page~Store search results~product detail page~Page Unavailable~product detail page~Page Unavailable~product detail page,Y,technical_issue
Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Shopping Cart~The Google Merchandise Store - My Account~Home~product detail page~Home,N,
product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Frequently Asked Questions~Shipping Information~Home~product detail page,Y,form_friction|indecision
product detail page~Shopping Cart~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~product detail page~Home~product detail page~Shopping Cart,Y,indecision
Home~product detail page~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~Home,Y,account_blocked
product detail page~The Google Merchandise Store - Log In~product detail page~Frequently Asked Questions,N,
Home~Shipping Information~Frequently Asked Questions~Home~product detail page,N,
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~The Google Merchandise Store - My Account~Home~Shopping Cart~Home,Y,form_friction|indecision
product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home~The Google Merchandise Store - My Account,Y,form_friction|payment_friction
The Google Merchandise Store - Log In~The Google Merchandise Store - My Account~The Google Merchandise Store - Log In~product detail page,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~product detail page~The Google Merchandise Store - Log In~product detail page,Y,account_blocked
Page Unavailable~Store search results~product detail page~Page Unavailable~Store search results,Y,search_struggle|technical_issue
The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Frequently Asked Questions,Y,payment_friction
Home~Clearance Sale~Home~Shopping Cart~Home~product detail page~Home,Y,price_shock
Home~Store search results~product detail page~Home~product detail page~Home~product detail page~Home~Store search results~Shopping Cart~Home~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Home,Y,form_friction|indecision
product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method,Y,form_friction|indecision|payment_friction
The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Your Wishlist~Frequently Asked Questions~Home~product detail page~Home~product detail page,N,
Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Home~product detail page,N,
Home~product detail page~Store search results~product detail page~The Google Merchandise Store - Log In~product detail page~Home~product detail page~Home~product detail page,Y,indecision
Home~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart~product detail page~Home,Y,form_friction|price_shock
Home~Store search results~product detail page~Frequently Asked Questions~product detail page~Shopping Cart~The Google Merchandise Store - Log In,N,
Home~product detail page~Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~Shopping Cart,Y,indecision
product detail page~Store search results~product detail page~Home~product detail page~Home~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,indecision
product detail page~Shopping Cart~product detail page~Shopping Cart~Home~product detail page,Y,indecision
product detail page~Home~The Google Merchandise Store - Log In,N,
Store search results~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~product detail page~Shopping Cart~Home~product detail page~Home,Y,indecision|payment_friction
Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart,Y,form_friction|indecision
product detail page~Shipping Information~product detail page~Spring Sale~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Home~product detail page~Shopping Cart~Checkout Your Information,Y,indecision
Home~product detail page~Shopping Cart~Home~product detail page~Home~product detail page~Shopping Cart~Home~product detail page~Home~product detail page~Shopping Cart~Shipping Information~Return Policy~Frequently Asked Questions~Shipping Information~Shopping Cart~product detail page~Shopping Cart,Y,indecision
Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart~Home~product detail page~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~Store search results~Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page~Store search results~product detail page~Shopping Cart,Y,indecision|payment_friction
Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - Log In~Home~product detail page~Home,Y,account_blocked
product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~Home~product detail page~Home~product detail page~Home,Y,indecision
product detail page~Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~The Google Merchandise Store - My Account~Shopping Cart~Home~Store search results~product detail page,Y,indecision
Home~product detail page~Home~product detail page~Return Policy~Frequently Asked Questions~product detail page,N,
